legacyId,parentId,qubitParentSlug,accessionNumber,identifier,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectPath,digitalObjectURI,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventActors,eventActorHistories,culture,xClasificacion,xLevel,xIDMSSQL
500,,ah-ugt,,AL,Unión Provincial de Almería,Fondo Documental,,Archivo de UGT Andalucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es
501,500,,,01,Congreso,Sección Documental,9999 hojas [folio],Archivo de UGT Andalucía,,Transferencia,Contiene:Congresos Ordinarios de la Unión Provincial de Almería;Congresos Extraordinarios de la Unión Provincial de Almería.,,,,,,,,,Bueno,,,,,,,,,Congresos,,,,,,,,,2009/01/26,,,,,,,,,,,1986/05-1998/05,,,,,,es
502,501,,,01,Congresos Ordinarios,Serie Documental,9999 hojas [folio],Archivo de UGT Andalucía,,Transferencia,"Contiene:V Congreso Provincial  Ordinario de UGT-Almería, celebrado los días 24 y 25 de mayo de 1986;VI Congreso Provincial Ordinario de UGT-Almería, celebrado los días 30 de junio y 1 de julio de 1990, en Mojacar (Almería);VII Congreso Provincial Ordinario de UGT-Andalucía, celebrado los días 10 y 11 de junio de 1994, en Aguadulce (Almería);VIII Congreso Provincial Ordinario de UGT-Almería, celebrado  los días 24 y 25 de abril de 1998, en Adra (Almería).",,,,,,,,,Bueno,,,,,,,,,Congresos,,,,,,,,,2009/01/26,,,,,,,,,,,1986/05-1998/04,,,,,,es
503,502,,,ADUGTAL1,"V Congreso Provincial Ordinario de UGT-Almería, celebrado los días 24 y 25 de mayo de 1986.",Unidad Documental,98 hojas [folio],Archivo de UGT Andalucía,,Transferencia,Contiene:Memoria de Gestión de la Comisión Ejecutiva Provincial;Media de cotización de la Uniones Comarcales desde agosto de 1984 a julio de85;Mapa de las Uniones Comarcales.,,,,,,,,,Bueno,,,,,,,,"Caja 5339/5: páginas 2-86;
Caja 5388/1: páginas 114-126.",Congresos,Almería,,,,,,,,2009/01/22,,,,,,5339/5|5388/1,A1,Caja,,,1986/05/24-1986/05/25,NULL|Documentos relacionados|Documentos relacionados|Documentos relacionados,,,Unión Provincial de Almería|Unión Comarcal del Marmol (Almería)|Unión Comarcal del Alto Andarax (Almería)|Unión Comarcal de la Alpujarra (Almería),,es
504,503,,,,ADUGTAL1_1,Unidad documental simple,,Archivo de UGT Andalucía,,,,,,,,,,,,,,,,,,/ruta/al/documento/ADUGTAL1_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es
505,503,,,,ADUGTAL1_2,Unidad documental simple,,Archivo de UGT Andalucía,,,,,,,,,,,,,,,,,,/ruta/al/documento/ADUGTAL1_2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es
